file_id,file_name,full_path,file_extension,file_size_bytes,file_size_mb,last_modified,current_folder,parent_folder,group_name,company_folder,company_code,web_url,download_url,matched_company_id,matched_company_name,document_type
"",2018 Original Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2018 Original Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2019 Original Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2019 Original Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2019 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2019 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2020 Original Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2020 Original Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2020 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2020 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2021 orginal Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2021 orginal Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2021 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2021 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",7137267503913.pdf,Corporate/XX Original files/7137267503913.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Summary Print _ Australian Taxation Office.pdf,Corporate/XX Original files/Summary Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",20230127 Love Your World - withdrawal of Audit Reports for 2020 & 2019.pdf,Corporate/XX Original files/20230127 Love Your World - withdrawal of Audit Reports for 2020 & 2019.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ASA_705_Compiled_2020.pdf,Corporate/XX Original files/ASA_705_Compiled_2020.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Love_Your_World_2019.pdf,Corporate/XX Original files/Love_Your_World_2019.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Love_Your_World_2020.pdf,Corporate/XX Original files/Love_Your_World_2020.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ATO ICA.pdf,Corporate/XX Original files/ATO ICA.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Financial Statements - Money Matters (Aus).pdf,Corporate/XX Original files/Financial Statements - Money Matters (Aus).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",June-20 consulting invoice.pdf,Corporate/XX Original files/June-20 consulting invoice.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Company Tax Return Money Matters 2019-20.pdf,Corporate/XX Original files/Company Tax Return Money Matters 2019-20.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Company Tax Return Money Matters 2020-21.pdf,Corporate/XX Original files/Company Tax Return Money Matters 2020-21.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",General Ledger [Detail] Money Matters 2019-20.pdf,Corporate/XX Original files/General Ledger [Detail] Money Matters 2019-20.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",General Ledger [Detail] Money Matters 2020-21.pdf,Corporate/XX Original files/General Ledger [Detail] Money Matters 2020-21.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Profit & Loss [Accrual] Money Matters 2019-20.pdf,Corporate/XX Original files/Profit & Loss [Accrual] Money Matters 2019-20.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Profit & Loss [Accrual] Money Matters 2020-21.pdf,Corporate/XX Original files/Profit & Loss [Accrual] Money Matters 2020-21.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Standard Balance Sheet Money Matters 2020.pdf,Corporate/XX Original files/Standard Balance Sheet Money Matters 2020.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Standard Balance Sheet Money Matters 2021.pdf,Corporate/XX Original files/Standard Balance Sheet Money Matters 2021.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",485873-2-1-1-l1_Demand LYW.pdf,Corporate/XX Original files/485873-2-1-1-l1_Demand LYW.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",BOQ IB - Account Details.pdf,Corporate/XX Original files/BOQ IB - Account Details.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Company Tax Return Money Matters 2021-22.pdf,Corporate/XX Original files/Company Tax Return Money Matters 2021-22.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",David Linney Text to Rob after Board Meeting on the 1st of March.docx,Corporate/XX Original files/David Linney Text to Rob after Board Meeting on the 1st of March.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Letter to Auditor for LYW Proof of Debt .docx,Corporate/XX Original files/Letter to Auditor for LYW Proof of Debt .docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Love_Your_World_-_Insurance.pdf,Corporate/XX Original files/Love_Your_World_-_Insurance.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Money Matters Liquidation ASIC Part A.pdf,Corporate/XX Original files/Money Matters Liquidation ASIC Part A.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Money Matters Liquidation ASIC Part B.pdf,Corporate/XX Original files/Money Matters Liquidation ASIC Part B.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Money Matters Liquidation.pdf,Corporate/XX Original files/Money Matters Liquidation.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Resolution 1 - MM - Debt forgiveness - Resolution of Members.pdf,Corporate/XX Original files/Resolution 1 - MM - Debt forgiveness - Resolution of Members.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Audit 2018 Financial Report - Love_Your_World.pdf,Corporate/XX Original files/Audit 2018 Financial Report - Love_Your_World.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Audit 2019 Financial Report - Love_Your_World.pdf,Corporate/XX Original files/Audit 2019 Financial Report - Love_Your_World.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Audit 2020 Financial Report - Love_Your_World.pdf,Corporate/XX Original files/Audit 2020 Financial Report - Love_Your_World.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Constitution 2013 to May 2020.pdf,Corporate/XX Original files/Constitution 2013 to May 2020.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Constitution Current Love_Your_World_Constitution_V1.00.pdf,Corporate/XX Original files/Constitution Current Love_Your_World_Constitution_V1.00.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Business Plan_Mar2021 (002).docx,Corporate/XX Original files/Homes of Hope Business Plan_Mar2021 (002).docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",LYW appoint Legal Advice.docx,Corporate/XX Original files/LYW appoint Legal Advice.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Supply of Services Agreement Money Matters and Money Maid.docx,Corporate/XX Original files/Supply of Services Agreement Money Matters and Money Maid.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Who was the Auditor.docx,Corporate/XX Original files/Who was the Auditor.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Inv 1638 13 05 2022.pdf,Corporate/XX Original files/Inv 1638 13 05 2022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Inv 1638 19 05 2022.pdf,Corporate/XX Original files/Inv 1638 19 05 2022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Email showing his bill was capped.pdf,Corporate/XX Original files/Email showing his bill was capped.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH Invoice INV-2277 showing credit.pdf,Corporate/XX Original files/HOH Invoice INV-2277 showing credit.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH Invoice INV-2278 showing credit.pdf,Corporate/XX Original files/HOH Invoice INV-2278 showing credit.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Invoice INV-2111 showing credit nothig owing .pdf,Corporate/XX Original files/Invoice INV-2111 showing credit nothig owing .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Invoice INV-2111.pdf,Corporate/XX Original files/Invoice INV-2111.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Invoice INV-2125 showing credit nothig owing .pdf,Corporate/XX Original files/Invoice INV-2125 showing credit nothig owing .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Invoice INV-2125.pdf,Corporate/XX Original files/Invoice INV-2125.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",New Client Profile Individual V4.1.docx,Corporate/XX Original files/New Client Profile Individual V4.1.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Balance Sheets.xlsx,Corporate/XX Original files/Balance Sheets.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",20230324 Board Meeting Homes of Hope.docx,Corporate/XX Original files/20230324 Board Meeting Homes of Hope.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Body Of Email with Response.docx,Corporate/XX Original files/Body Of Email with Response.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Minutes 20230327 AGM Homes of Hope.docx,Corporate/XX Original files/Minutes 20230327 AGM Homes of Hope.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Moogerah_Lakeside_Retreat_-_Profit_and_Loss_ STAYZ.xlsx,Corporate/XX Original files/Moogerah_Lakeside_Retreat_-_Profit_and_Loss_ STAYZ.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Add Responsible Person.pdf,Corporate/XX Original files/Add Responsible Person.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Board Minutes 06 02 2023 HOH.pdf,Corporate/XX Original files/Board Minutes 06 02 2023 HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Draft Board Charter LYW.docx,Corporate/XX Original files/Draft Board Charter LYW.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",LYW Meeting Minutes 2022 04 19.pdf,Corporate/XX Original files/LYW Meeting Minutes 2022 04 19.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",LYW Meeting Minutes 2022 05 31.pdf,Corporate/XX Original files/LYW Meeting Minutes 2022 05 31.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",LYW Meeting Minutes 2022 08 24.docx,Corporate/XX Original files/LYW Meeting Minutes 2022 08 24.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",LYW Meeting Minutes 2022 11 16.pdf,Corporate/XX Original files/LYW Meeting Minutes 2022 11 16.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Minutes 14 02 2023 HOH meeting.pdf,Corporate/XX Original files/Minutes 14 02 2023 HOH meeting.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Minutes 20230327 AGM Homes of Hope.docx,Corporate/XX Original files/Minutes 20230327 AGM Homes of Hope.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Recklessness for Income Tax ATO Love Your World.pdf,Corporate/XX Original files/Recklessness for Income Tax ATO Love Your World.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",'Refund Franknig Credits.docx,Corporate/XX Original files/'Refund Franknig Credits.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Proxy Homes of Hope.pdf,Corporate/XX Original files/Proxy Homes of Hope.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",04. Multiplace Showing weird Pricing Structure Invoice INV-2002 (2).pdf,Corporate/XX Original files/04. Multiplace Showing weird Pricing Structure Invoice INV-2002 (2).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",04. Multiplace Std Cost for Invoice INV-1953.pdf,Corporate/XX Original files/04. Multiplace Std Cost for Invoice INV-1953.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",05. Engagement letter - Love Your World - signed.pdf,Corporate/XX Original files/05. Engagement letter - Love Your World - signed.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",05. Multiplace for Feb Work Invoice INV-2111.pdf,Corporate/XX Original files/05. Multiplace for Feb Work Invoice INV-2111.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",05. Multiplace showing Solvency 2822023 ATO corro re closure.docx,Corporate/XX Original files/05. Multiplace showing Solvency 2822023 ATO corro re closure.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",08. LYW Meeting Minutes 2022 11 16.pdf,Corporate/XX Original files/08. LYW Meeting Minutes 2022 11 16.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",11. C. i. W2G ASX Shares.docx,Corporate/XX Original files/11. C. i. W2G ASX Shares.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",11. C. i. W2G_Assets_Pty_Ltd_-_Balance_Sheet.xlsx,Corporate/XX Original files/11. C. i. W2G_Assets_Pty_Ltd_-_Balance_Sheet.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",11. D. i. Rachels Salary.pdf,Corporate/XX Original files/11. D. i. Rachels Salary.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12. Employment Contract Kaab Rehman.pdf,Corporate/XX Original files/12. Employment Contract Kaab Rehman.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Questions for Lawyer .docx,Corporate/XX Original files/Questions for Lawyer .docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",HOH - Interest Free Loan Facility Agreement - Khiroya.docx,Corporate/XX Original files/HOH - Interest Free Loan Facility Agreement - Khiroya.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",HOH - National Mortgage Document - Khiroya.docx,Corporate/XX Original files/HOH - National Mortgage Document - Khiroya.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Khiroya Shared equity Signed Agreement HOH.pdf,Corporate/XX Original files/Khiroya Shared equity Signed Agreement HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Khiroya Shared equity Signed Agreement LYW.pdf,Corporate/XX Original files/Khiroya Shared equity Signed Agreement LYW.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Land Registry Release of Mortgage Form 3 version 4 - Khiroya.pdf,Corporate/XX Original files/Land Registry Release of Mortgage Form 3 version 4 - Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Mortgage Conditions Annexure.docx,Corporate/XX Original files/Mortgage Conditions Annexure.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Scannable Document on 20 Nov 2023 at 5_21_01 pm.pdf,Corporate/XX Original files/Scannable Document on 20 Nov 2023 at 5_21_01 pm.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Titles Showing HOH Khiroya.pdf,Corporate/XX Original files/Titles Showing HOH Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Titles Showing LYW Khiroya.pdf,Corporate/XX Original files/Titles Showing LYW Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH - Interest Free Loan Facility Agreement - Mansfield.docx,Corporate/XX Original files/HOH - Interest Free Loan Facility Agreement - Mansfield.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",HOH - National Mortgage Document - Mansfield.docx,Corporate/XX Original files/HOH - National Mortgage Document - Mansfield.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Land Registry Release of Mortgage Form 3 version 4 - Mansfield.pdf,Corporate/XX Original files/Land Registry Release of Mortgage Form 3 version 4 - Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Mansfield Signed Shared Equity Agreement HOH.pdf,Corporate/XX Original files/Mansfield Signed Shared Equity Agreement HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Mansfield Signed Shared Equity Agreement LYW.pdf,Corporate/XX Original files/Mansfield Signed Shared Equity Agreement LYW.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Scannable Document on 20 Nov 2023 at 5_22_06 pm.pdf,Corporate/XX Original files/Scannable Document on 20 Nov 2023 at 5_22_06 pm.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Shared Equity signed Agreement HOH from LYW.pdf,Corporate/XX Original files/Shared Equity signed Agreement HOH from LYW.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Title Showing HOH Mansfield.pdf,Corporate/XX Original files/Title Showing HOH Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Title Showing LYW Mansfield.pdf,Corporate/XX Original files/Title Showing LYW Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",c2QATSLotPlanTitleOrderS (3).pdf,Corporate/XX Original files/c2QATSLotPlanTitleOrderS (3).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Interest Free Loan Facility Agreement - Khiroya.docx,Corporate/XX Original files/Interest Free Loan Facility Agreement - Khiroya.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Interest Free Loan Facility Agreement.docx,Corporate/XX Original files/Interest Free Loan Facility Agreement.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",National Mortgage Document - Khiroya.pdf,Corporate/XX Original files/National Mortgage Document - Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",National Mortgage Document.docx,Corporate/XX Original files/National Mortgage Document.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Titles Showing LYW Khiroya.pdf,Corporate/XX Original files/Titles Showing LYW Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",c2QATSLotPlanTitleOrderS (2).pdf,Corporate/XX Original files/c2QATSLotPlanTitleOrderS (2).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Interest Free Loan Facility Agreement - Mansfield.docx,Corporate/XX Original files/Interest Free Loan Facility Agreement - Mansfield.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",National Mortgage Document - Mansfield.pdf,Corporate/XX Original files/National Mortgage Document - Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule - Form 20 - LYW.docx,Corporate/XX Original files/Schedule - Form 20 - LYW.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Title Showing LYW Mansfield.pdf,Corporate/XX Original files/Title Showing LYW Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Joint Equity - Unit Trust Transfer Form - Love your world.pdf,Corporate/XX Original files/Joint Equity - Unit Trust Transfer Form - Love your world.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",cc-mail-payment-request.pdf,Corporate/XX Original files/cc-mail-payment-request.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Khiroya Shared Equity .pdf,Corporate/XX Original files/Khiroya Shared Equity .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Mansfield Shared Equity.pdf,Corporate/XX Original files/Mansfield Shared Equity.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",AGM Template Homes of Hope.docx,Corporate/XX Original files/AGM Template Homes of Hope.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Board Template Homes of Hope.docx,Corporate/XX Original files/Board Template Homes of Hope.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",homes of hope letterhead.docx,Corporate/XX Original files/homes of hope letterhead.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",homes of hope Watermark.docx,Corporate/XX Original files/homes of hope Watermark.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Timeline.docx,Corporate/XX Original files/Timeline.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Invoice INV-2111.pdf,Corporate/XX Original files/Invoice INV-2111.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",XERo Changes by Multiplace.docx,Corporate/XX Original files/XERo Changes by Multiplace.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",6th August 2025 Dividend Declared.docx,Corporate/XX Original files/6th August 2025 Dividend Declared.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",change constiution objectives.docx,Corporate/XX Original files/change constiution objectives.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Homes Of Hope ASIC.pdf,Corporate/XX Original files/Homes Of Hope ASIC.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope FRANKING CREDITS.pdf,Corporate/XX Original files/Homes of Hope FRANKING CREDITS.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Limited Constitution.pdf,Corporate/XX Original files/Homes of Hope Limited Constitution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Tax Status.pdf,Corporate/XX Original files/Homes of Hope Tax Status.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Membership.xlsx,Corporate/XX Original files/Membership.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Netregistry Homes of HOpe 51.95.pdf,Corporate/XX Original files/Netregistry Homes of HOpe 51.95.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Redchip.xlsx,Corporate/XX Original files/Redchip.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Changes to Objectives Constitution.docx,Corporate/XX Original files/Changes to Objectives Constitution.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Homes of Hope Limited Constitution - Changed.docx,Corporate/XX Original files/Homes of Hope Limited Constitution - Changed.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Homes of Hope Limited Constitution - Original.docx,Corporate/XX Original files/Homes of Hope Limited Constitution - Original.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Conflict Of Interest Register.xlsx,Corporate/XX Original files/Conflict Of Interest Register.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Current Moogerah_Lakeside_Retreat_-_Balance_Sheet.pdf,Corporate/XX Original files/Current Moogerah_Lakeside_Retreat_-_Balance_Sheet.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Current Moogerah_Lakeside_Retreat_-_Profit_and_Loss.pdf,Corporate/XX Original files/Current Moogerah_Lakeside_Retreat_-_Profit_and_Loss.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Draft - ATO Response 20 02 2023.docx,Corporate/XX Original files/Draft - ATO Response 20 02 2023.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
